2018-11-17 02:00:00,4.0,5.0,3.0,1.0,1.0,2.0,1.0,1.0,8.0,4.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,5.0,1.0,4.0
2018-11-17 03:00:00,4.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,6.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,5.0,1.0,4.0
2018-11-17 04:00:00,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,8.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,4.0
2018-11-17 05:00:00,4.0,4.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,4.0
2018-11-17 06:00:00,5.0,3.0,1.0,1.0,1.0,1.0,1.0,10.0,8.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,2.0,1.0,4.0
2018-11-17 07:00:00,5.0,3.0,1.0,1.0,1.0,2.0,1.0,8.0,9.0,4.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,9.0,1.0,1.0,1.0,4.0
2018-11-17 08:00:00,8.0,4.0,1.0,4.0,1.0,3.0,1.0,12.0,11.0,6.0,3.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,13.0,16.0,1.0,1.0,1.0,7.0
2018-11-17 09:00:00,15.0,12.0,2.0,21.0,3.0,4.0,1.0,8.0,39.0,5.0,5.0,3.0,4.0,4.0,2.0,3.0,2.0,1.0,23.0,19.0,5.0,1.0,8.0,7.0
2018-11-17 10:00:00,22.0,22.0,9.0,15.0,9.0,9.0,5.0,4.0,73.0,9.0,10.0,9.0,8.0,8.0,9.0,5.0,7.0,7.0,11.0,26.0,6.0,2.0,7.0,8.0
2018-11-17 11:00:00,23.0,19.0,8.0,8.0,7.0,9.0,7.0,3.0,42.0,17.0,14.0,9.0,12.0,11.0,8.0,5.0,8.0,7.0,5.0,27.0,8.0,2.0,5.0,8.0
2018-11-17 12:00:00,18.0,12.0,11.0,5.0,4.0,7.0,4.0,2.0,24.0,11.0,10.0,7.0,9.0,5.0,5.0,2.0,4.0,6.0,2.0,21.0,8.0,4.0,3.0,8.0
2018-11-17 13:00:00,21.0,10.0,10.0,6.0,3.0,6.0,3.0,2.0,15.0,15.0,11.0,7.0,7.0,3.0,10.0,2.0,4.0,2.0,3.0,19.0,5.0,5.0,3.0,7.0
2018-11-17 14:00:00,17.0,8.0,8.0,5.0,3.0,5.0,2.0,3.0,11.0,9.0,11.0,13.0,6.0,1.0,4.0,1.0,4.0,1.0,3.0,20.0,5.0,5.0,3.0,6.0
2018-11-17 15:00:00,7.0,10.0,8.0,6.0,3.0,3.0,1.0,3.0,9.0,5.0,10.0,11.0,4.0,1.0,3.0,1.0,3.0,1.0,2.0,16.0,9.0,3.0,4.0,7.0
2018-11-17 16:00:00,9.0,7.0,12.0,3.0,1.0,4.0,1.0,3.0,12.0,7.0,16.0,13.0,3.0,1.0,3.0,1.0,18.0,1.0,1.0,14.0,8.0,2.0,3.0,7.0
2018-11-17 17:00:00,15.0,7.0,21.0,3.0,5.0,5.0,2.0,4.0,18.0,7.0,13.0,4.0,4.0,3.0,4.0,2.0,15.0,1.0,4.0,13.0,7.0,2.0,3.0,7.0
2018-11-17 18:00:00,26.0,7.0,7.0,3.0,11.0,6.0,1.0,3.0,18.0,11.0,25.0,20.0,4.0,2.0,1.0,1.0,7.0,3.0,1.0,17.0,8.0,4.0,1.0,6.0
2018-11-17 19:00:00,25.0,11.0,2.0,4.0,4.0,9.0,1.0,1.0,18.0,6.0,30.0,25.0,5.0,5.0,1.0,1.0,3.0,5.0,1.0,35.0,8.0,7.0,1.0,7.0
2018-11-17 20:00:00,32.0,26.0,4.0,5.0,2.0,6.0,1.0,2.0,14.0,8.0,13.0,34.0,6.0,6.0,1.0,1.0,2.0,16.0,2.0,32.0,8.0,20.0,1.0,7.0
2018-11-17 21:00:00,18.0,25.0,8.0,7.0,2.0,9.0,1.0,1.0,21.0,33.0,17.0,34.0,8.0,6.0,4.0,1.0,5.0,21.0,14.0,38.0,10.0,4.0,1.0,6.0
2018-11-17 22:00:00,14.0,31.0,11.0,11.0,1.0,13.0,1.0,8.0,26.0,30.0,22.0,61.0,7.0,9.0,11.0,1.0,7.0,22.0,27.0,61.0,15.0,3.0,2.0,8.0
2018-11-17 23:00:00,45.0,28.0,24.0,13.0,7.0,21.0,2.0,29.0,26.0,46.0,10.0,7.0,9.0,12.0,2.0,1.0,27.0,29.0,32.0,127.0,25.0,6.0,3.0,18.0
2018-11-18 00:00:00,11.0,14.0,19.0,15.0,22.0,23.0,5.0,22.0,21.0,43.0,6.0,1.0,4.0,22.0,2.0,1.0,18.0,4.0,36.0,114.0,27.0,4.0,7.0,21.0
2018-11-18 01:00:00,14.0,16.0,6.0,20.0,4.0,6.0,1.0,67.0,14.0,16.0,8.0,3.0,3.0,4.0,2.0,1.0,4.0,1.0,47.0,26.0,4.0,3.0,10.0,13.0
2018-11-18 02:00:00,24.0,16.0,9.0,15.0,1.0,3.0,1.0,16.0,16.0,7.0,6.0,3.0,3.0,3.0,2.0,1.0,3.0,1.0,11.0,9.0,2.0,4.0,17.0,8.0
2018-11-18 03:00:00,18.0,10.0,1.0,3.0,1.0,2.0,1.0,1.0,9.0,8.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,2.0,2.0,2.0,4.0
2018-11-18 04:00:00,5.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,7.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0
2018-11-18 05:00:00,4.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,9.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0
2018-11-18 06:00:00,5.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,8.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0
2018-11-18 07:00:00,6.0,3.0,1.0,1.0,1.0,1.0,1.0,8.0,12.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,4.0
2018-11-18 08:00:00,5.0,3.0,1.0,2.0,1.0,1.0,1.0,10.0,9.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,5.0
2018-11-18 09:00:00,7.0,6.0,1.0,2.0,1.0,2.0,1.0,4.0,31.0,5.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,8.0,1.0,1.0,5.0,4.0
2018-11-18 10:00:00,11.0,9.0,2.0,4.0,1.0,3.0,2.0,3.0,16.0,4.0,5.0,9.0,4.0,2.0,1.0,1.0,2.0,1.0,2.0,10.0,3.0,1.0,5.0,5.0
2018-11-18 11:00:00,9.0,9.0,2.0,2.0,1.0,4.0,1.0,2.0,12.0,5.0,7.0,9.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,10.0,3.0,1.0,2.0,5.0
2018-11-18 12:00:00,7.0,9.0,2.0,2.0,1.0,4.0,1.0,2.0,10.0,6.0,5.0,7.0,4.0,2.0,2.0,1.0,4.0,2.0,2.0,14.0,6.0,2.0,1.0,5.0
2018-11-18 13:00:00,7.0,8.0,4.0,4.0,1.0,4.0,1.0,1.0,12.0,6.0,8.0,4.0,6.0,1.0,2.0,1.0,2.0,1.0,5.0,21.0,8.0,2.0,2.0,7.0
2018-11-18 14:00:00,10.0,9.0,6.0,4.0,1.0,5.0,1.0,1.0,11.0,7.0,11.0,3.0,6.0,1.0,3.0,1.0,2.0,1.0,2.0,18.0,5.0,3.0,1.0,7.0
2018-11-18 15:00:00,7.0,8.0,5.0,1.0,1.0,5.0,1.0,1.0,11.0,10.0,6.0,4.0,4.0,1.0,6.0,1.0,1.0,1.0,3.0,19.0,2.0,2.0,1.0,6.0
2018-11-18 16:00:00,8.0,5.0,3.0,1.0,1.0,4.0,1.0,1.0,10.0,5.0,3.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,13.0,1.0,1.0,1.0,5.0
2018-11-18 17:00:00,9.0,7.0,4.0,1.0,1.0,4.0,1.0,6.0,14.0,3.0,4.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,20.0,2.0,1.0,1.0,4.0
2018-11-18 18:00:00,12.0,16.0,4.0,2.0,1.0,5.0,1.0,5.0,16.0,7.0,7.0,3.0,4.0,2.0,1.0,1.0,1.0,3.0,11.0,28.0,5.0,2.0,1.0,5.0
2018-11-18 19:00:00,36.0,14.0,3.0,3.0,1.0,6.0,1.0,2.0,14.0,4.0,13.0,5.0,5.0,4.0,1.0,2.0,3.0,3.0,4.0,34.0,4.0,2.0,1.0,5.0
2018-11-18 20:00:00,27.0,16.0,3.0,4.0,1.0,6.0,1.0,2.0,17.0,4.0,10.0,5.0,5.0,4.0,1.0,1.0,2.0,6.0,6.0,26.0,8.0,2.0,1.0,5.0
2018-11-18 21:00:00,17.0,11.0,4.0,3.0,1.0,5.0,1.0,1.0,15.0,5.0,9.0,4.0,4.0,3.0,1.0,1.0,2.0,4.0,6.0,21.0,5.0,1.0,1.0,5.0
2018-11-18 22:00:00,6.0,6.0,4.0,1.0,1.0,3.0,1.0,1.0,12.0,5.0,3.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,5.0,17.0,2.0,1.0,1.0,4.0
2018-11-18 23:00:00,4.0,5.0,3.0,1.0,1.0,2.0,1.0,1.0,9.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,1.0,1.0,1.0,4.0
2018-11-19 00:00:00,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,10.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,8.0,1.0,1.0,1.0,4.0
2018-11-19 01:00:00,3.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,8.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0
2018-11-19 02:00:00,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0
2018-11-19 03:00:00,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0
2018-11-19 04:00:00,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
2018-11-19 05:00:00,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0
2018-11-19 06:00:00,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,4.0
2018-11-19 07:00:00,4.0,3.0,1.0,2.0,2.0,1.0,1.0,8.0,10.0,6.0,7.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,8.0,15.0,1.0,2.0,1.0,5.0
2018-11-19 08:00:00,12.0,18.0,2.0,6.0,6.0,4.0,1.0,16.0,15.0,11.0,38.0,3.0,3.0,11.0,6.0,1.0,14.0,7.0,29.0,22.0,4.0,6.0,1.0,9.0
2018-11-19 09:00:00,20.0,39.0,11.0,15.0,12.0,7.0,2.0,29.0,30.0,21.0,90.0,8.0,8.0,42.0,6.0,6.0,33.0,27.0,46.0,44.0,14.0,5.0,9.0,20.0
2018-11-19 10:00:00,26.0,40.0,11.0,14.0,13.0,11.0,6.0,25.0,39.0,14.0,93.0,13.0,10.0,55.0,9.0,7.0,19.0,24.0,50.0,52.0,14.0,6.0,10.0,23.0
2018-11-19 11:00:00,32.0,29.0,16.0,11.0,8.0,9.0,6.0,11.0,86.0,13.0,36.0,6.0,11.0,32.0,6.0,6.0,9.0,10.0,12.0,37.0,7.0,3.0,4.0,11.0
2018-11-19 12:00:00,43.0,28.0,16.0,8.0,10.0,14.0,7.0,5.0,88.0,12.0,31.0,8.0,12.0,15.0,6.0,7.0,9.0,5.0,5.0,28.0,8.0,2.0,4.0,11.0
2018-11-19 13:00:00,32.0,19.0,25.0,6.0,12.0,12.0,4.0,13.0,43.0,11.0,34.0,8.0,13.0,16.0,4.0,5.0,24.0,2.0,10.0,20.0,8.0,1.0,4.0,9.0
2018-11-19 14:00:00,9.0,26.0,29.0,11.0,9.0,6.0,2.0,7.0,12.0,17.0,17.0,28.0,13.0,3.0,13.0,2.0,32.0,2.0,8.0,17.0,9.0,1.0,5.0,9.0
2018-11-19 15:00:00,10.0,31.0,15.0,11.0,10.0,6.0,1.0,5.0,11.0,16.0,14.0,9.0,14.0,3.0,16.0,2.0,42.0,1.0,3.0,16.0,8.0,3.0,5.0,7.0
2018-11-19 16:00:00,6.0,33.0,8.0,9.0,7.0,4.0,1.0,5.0,9.0,8.0,11.0,8.0,7.0,2.0,11.0,1.0,39.0,1.0,5.0,13.0,7.0,3.0,3.0,10.0
2018-11-19 17:00:00,7.0,33.0,6.0,8.0,10.0,4.0,1.0,7.0,8.0,13.0,16.0,9.0,12.0,1.0,12.0,1.0,35.0,1.0,6.0,16.0,6.0,2.0,1.0,9.0
2018-11-19 18:00:00,8.0,42.0,8.0,8.0,13.0,5.0,1.0,7.0,11.0,19.0,17.0,14.0,10.0,1.0,17.0,1.0,43.0,1.0,8.0,24.0,10.0,3.0,2.0,13.0
2018-11-19 19:00:00,11.0,43.0,6.0,11.0,25.0,6.0,1.0,9.0,9.0,31.0,24.0,15.0,14.0,1.0,18.0,1.0,51.0,1.0,13.0,30.0,11.0,2.0,4.0,9.0
2018-11-19 20:00:00,9.0,37.0,7.0,9.0,14.0,7.0,1.0,7.0,11.0,13.0,15.0,21.0,13.0,2.0,27.0,1.0,49.0,1.0,12.0,28.0,11.0,1.0,3.0,7.0
2018-11-19 21:00:00,5.0,38.0,9.0,10.0,10.0,5.0,1.0,5.0,11.0,15.0,16.0,14.0,15.0,2.0,20.0,1.0,35.0,1.0,5.0,14.0,8.0,1.0,2.0,8.0
2018-11-19 22:00:00,6.0,25.0,5.0,5.0,4.0,5.0,1.0,3.0,10.0,10.0,9.0,12.0,21.0,1.0,13.0,1.0,23.0,1.0,1.0,12.0,5.0,1.0,2.0,6.0
2018-11-19 23:00:00,4.0,20.0,3.0,3.0,7.0,3.0,1.0,2.0,9.0,5.0,6.0,7.0,12.0,1.0,5.0,1.0,18.0,1.0,1.0,5.0,3.0,1.0,2.0,5.0
2018-11-20 00:00:00,4.0,12.0,3.0,1.0,4.0,2.0,1.0,1.0,13.0,2.0,5.0,5.0,7.0,1.0,2.0,1.0,10.0,1.0,1.0,7.0,1.0,1.0,1.0,4.0
2018-11-20 01:00:00,2.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,3.0,3.0,3.0,1.0,2.0,1.0,6.0,1.0,3.0,2.0,1.0,1.0,1.0,4.0
2018-11-20 02:00:00,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0
2018-11-20 03:00:00,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0
2018-11-20 04:00:00,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
2018-11-20 05:00:00,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
2018-11-20 06:00:00,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0
2018-11-20 07:00:00,4.0,14.0,1.0,2.0,6.0,2.0,1.0,1.0,6.0,6.0,1.0,4.0,3.0,1.0,3.0,1.0,18.0,1.0,1.0,11.0,2.0,2.0,2.0,4.0
2018-11-20 08:00:00,12.0,35.0,5.0,12.0,6.0,3.0,1.0,6.0,9.0,7.0,8.0,10.0,5.0,1.0,15.0,2.0,53.0,1.0,7.0,13.0,4.0,2.0,3.0,6.0
2018-11-20 09:00:00,14.0,33.0,16.0,15.0,6.0,7.0,1.0,10.0,17.0,11.0,18.0,16.0,7.0,1.0,28.0,2.0,72.0,2.0,21.0,18.0,8.0,3.0,5.0,8.0
2018-11-20 10:00:00,14.0,38.0,11.0,13.0,7.0,6.0,1.0,7.0,16.0,7.0,20.0,11.0,8.0,7.0,23.0,2.0,42.0,2.0,10.0,12.0,9.0,6.0,7.0,8.0
2018-11-20 11:00:00,13.0,39.0,7.0,8.0,5.0,5.0,6.0,5.0,14.0,6.0,13.0,9.0,5.0,1.0,20.0,2.0,35.0,1.0,5.0,15.0,7.0,2.0,5.0,6.0
2018-11-20 12:00:00,10.0,34.0,22.0,9.0,6.0,4.0,1.0,2.0,13.0,8.0,21.0,12.0,8.0,2.0,15.0,1.0,48.0,1.0,5.0,15.0,8.0,2.0,4.0,9.0
2018-11-20 13:00:00,11.0,39.0,34.0,14.0,13.0,5.0,1.0,5.0,15.0,25.0,27.0,13.0,19.0,2.0,14.0,1.0,61.0,1.0,5.0,22.0,14.0,4.0,6.0,9.0
2018-11-20 14:00:00,13.0,35.0,22.0,15.0,11.0,7.0,2.0,10.0,23.0,25.0,20.0,13.0,22.0,9.0,21.0,4.0,57.0,3.0,10.0,20.0,15.0,4.0,11.0,12.0
2018-11-20 15:00:00,11.0,29.0,10.0,8.0,9.0,5.0,1.0,7.0,10.0,9.0,11.0,10.0,8.0,2.0,15.0,2.0,32.0,1.0,7.0,14.0,10.0,3.0,7.0,9.0
2018-11-20 16:00:00,8.0,25.0,7.0,5.0,7.0,3.0,1.0,3.0,9.0,7.0,12.0,8.0,6.0,2.0,11.0,1.0,31.0,1.0,4.0,14.0,6.0,2.0,4.0,7.0
2018-11-20 17:00:00,6.0,26.0,17.0,5.0,5.0,4.0,1.0,2.0,8.0,5.0,10.0,7.0,6.0,1.0,9.0,1.0,43.0,1.0,3.0,10.0,4.0,2.0,3.0,8.0
2018-11-20 18:00:00,6.0,33.0,13.0,5.0,6.0,3.0,1.0,4.0,9.0,7.0,11.0,10.0,10.0,1.0,13.0,1.0,40.0,1.0,3.0,14.0,8.0,2.0,3.0,8.0
2018-11-20 19:00:00,7.0,26.0,9.0,8.0,7.0,6.0,1.0,3.0,8.0,7.0,11.0,18.0,7.0,1.0,15.0,1.0,29.0,1.0,8.0,16.0,6.0,2.0,2.0,6.0
2018-11-20 20:00:00,7.0,27.0,5.0,6.0,6.0,3.0,1.0,2.0,7.0,6.0,17.0,11.0,9.0,1.0,17.0,1.0,34.0,1.0,5.0,14.0,7.0,1.0,2.0,5.0
2018-11-20 21:00:00,8.0,25.0,4.0,4.0,5.0,4.0,1.0,2.0,8.0,6.0,10.0,8.0,6.0,1.0,9.0,1.0,27.0,1.0,2.0,12.0,5.0,1.0,1.0,5.0
2018-11-20 22:00:00,6.0,15.0,3.0,5.0,2.0,3.0,1.0,2.0,7.0,4.0,4.0,5.0,4.0,1.0,7.0,1.0,20.0,1.0,1.0,9.0,3.0,1.0,1.0,5.0
2018-11-20 23:00:00,5.0,11.0,2.0,3.0,4.0,3.0,1.0,2.0,8.0,3.0,3.0,4.0,2.0,1.0,4.0,1.0,13.0,1.0,1.0,9.0,2.0,1.0,1.0,4.0
2018-11-21 00:00:00,5.0,8.0,3.0,2.0,2.0,2.0,1.0,1.0,6.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,11.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0
2018-11-21 01:00:00,4.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0
2018-11-21 02:00:00,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0
2018-11-21 03:00:00,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
2018-11-21 04:00:00,2.0,7.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
2018-11-21 05:00:00,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
2018-11-21 06:00:00,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
2018-11-21 07:00:00,4.0,14.0,2.0,5.0,5.0,3.0,1.0,1.0,5.0,5.0,1.0,3.0,9.0,2.0,2.0,1.0,11.0,1.0,1.0,9.0,2.0,2.0,1.0,4.0
2018-11-21 08:00:00,8.0,27.0,8.0,16.0,4.0,3.0,1.0,3.0,10.0,9.0,7.0,8.0,8.0,2.0,11.0,1.0,39.0,1.0,12.0,11.0,3.0,2.0,4.0,13.0
2018-11-21 09:00:00,11.0,36.0,18.0,17.0,8.0,7.0,1.0,5.0,14.0,12.0,18.0,9.0,7.0,3.0,17.0,1.0,46.0,1.0,13.0,13.0,8.0,3.0,7.0,8.0
2018-11-21 10:00:00,14.0,35.0,10.0,14.0,9.0,7.0,2.0,7.0,12.0,9.0,16.0,12.0,9.0,3.0,19.0,3.0,48.0,3.0,10.0,14.0,12.0,4.0,6.0,10.0
2018-11-21 11:00:00,14.0,40.0,10.0,10.0,7.0,7.0,1.0,5.0,12.0,7.0,12.0,9.0,8.0,2.0,17.0,9.0,31.0,4.0,8.0,11.0,9.0,2.0,7.0,9.0
2018-11-21 12:00:00,19.0,47.0,7.0,9.0,7.0,5.0,1.0,5.0,11.0,7.0,9.0,9.0,5.0,3.0,15.0,4.0,29.0,1.0,5.0,10.0,8.0,2.0,5.0,9.0
2018-11-21 13:00:00,14.0,30.0,7.0,10.0,7.0,5.0,1.0,6.0,10.0,7.0,9.0,17.0,6.0,2.0,14.0,1.0,30.0,1.0,4.0,10.0,6.0,2.0,5.0,6.0
2018-11-21 14:00:00,13.0,33.0,8.0,8.0,6.0,4.0,1.0,5.0,9.0,7.0,8.0,10.0,7.0,2.0,15.0,1.0,31.0,1.0,5.0,9.0,6.0,2.0,5.0,7.0
2018-11-21 15:00:00,12.0,29.0,8.0,7.0,5.0,4.0,1.0,4.0,9.0,10.0,9.0,8.0,5.0,1.0,14.0,1.0,33.0,1.0,3.0,10.0,10.0,6.0,4.0,7.0
2018-11-21 16:00:00,10.0,31.0,6.0,10.0,6.0,5.0,1.0,8.0,9.0,9.0,9.0,10.0,5.0,1.0,15.0,1.0,33.0,1.0,6.0,11.0,8.0,5.0,6.0,9.0
2018-11-21 17:00:00,8.0,31.0,13.0,12.0,8.0,4.0,1.0,9.0,8.0,13.0,17.0,13.0,6.0,1.0,19.0,1.0,45.0,1.0,7.0,16.0,8.0,2.0,4.0,12.0
2018-11-21 18:00:00,14.0,23.0,23.0,21.0,10.0,11.0,1.0,6.0,11.0,21.0,32.0,13.0,11.0,1.0,21.0,1.0,52.0,1.0,8.0,36.0,11.0,4.0,3.0,14.0
2018-11-21 19:00:00,27.0,39.0,35.0,79.0,58.0,44.0,1.0,22.0,15.0,66.0,30.0,29.0,45.0,18.0,34.0,1.0,57.0,20.0,50.0,203.0,13.0,12.0,24.0,10.0
2018-11-21 20:00:00,44.0,74.0,38.0,84.0,72.0,80.0,3.0,102.0,34.0,111.0,29.0,21.0,103.0,70.0,41.0,18.0,72.0,22.0,137.0,334.0,12.0,19.0,63.0,10.0
2018-11-21 21:00:00,77.0,97.0,25.0,89.0,108.0,55.0,8.0,106.0,46.0,77.0,28.0,29.0,85.0,97.0,46.0,58.0,62.0,45.0,145.0,229.0,13.0,31.0,98.0,16.0
2018-11-21 22:00:00,27.0,63.0,8.0,64.0,55.0,7.0,1.0,100.0,15.0,57.0,11.0,19.0,60.0,90.0,23.0,57.0,34.0,33.0,141.0,98.0,10.0,13.0,39.0,8.0
2018-11-21 23:00:00,12.0,17.0,3.0,29.0,14.0,8.0,1.0,74.0,9.0,21.0,5.0,4.0,21.0,5.0,6.0,23.0,19.0,40.0,70.0,49.0,3.0,2.0,18.0,5.0
2018-11-22 00:00:00,11.0,7.0,2.0,5.0,4.0,5.0,1.0,21.0,8.0,8.0,3.0,2.0,21.0,5.0,2.0,1.0,10.0,13.0,49.0,32.0,2.0,2.0,3.0,4.0
2018-11-22 01:00:00,5.0,4.0,2.0,3.0,4.0,3.0,1.0,25.0,7.0,3.0,2.0,1.0,14.0,1.0,2.0,1.0,11.0,1.0,31.0,21.0,1.0,1.0,1.0,4.0
2018-11-22 02:00:00,5.0,3.0,1.0,1.0,8.0,3.0,1.0,12.0,8.0,4.0,10.0,1.0,5.0,12.0,1.0,1.0,11.0,4.0,26.0,21.0,1.0,1.0,14.0,4.0
2018-11-22 03:00:00,8.0,6.0,1.0,1.0,8.0,14.0,2.0,4.0,16.0,2.0,1.0,1.0,2.0,15.0,4.0,1.0,19.0,4.0,12.0,40.0,1.0,1.0,16.0,3.0
2018-11-22 04:00:00,10.0,2.0,4.0,1.0,10.0,18.0,14.0,5.0,8.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,12.0,27.0,1.0,1.0,4.0,5.0
2018-11-22 05:00:00,5.0,3.0,2.0,1.0,3.0,11.0,4.0,5.0,21.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,30.0,11.0,1.0,1.0,1.0,4.0
2018-11-22 06:00:00,5.0,4.0,4.0,1.0,1.0,7.0,3.0,9.0,7.0,3.0,2.0,2.0,2.0,10.0,2.0,1.0,3.0,1.0,41.0,9.0,3.0,2.0,2.0,6.0
2018-11-22 07:00:00,11.0,10.0,14.0,16.0,10.0,13.0,2.0,27.0,8.0,13.0,4.0,19.0,6.0,27.0,12.0,1.0,10.0,4.0,45.0,51.0,8.0,10.0,7.0,13.0
2018-11-22 08:00:00,43.0,35.0,36.0,32.0,32.0,42.0,13.0,62.0,27.0,30.0,18.0,68.0,21.0,34.0,19.0,4.0,28.0,90.0,105.0,76.0,21.0,30.0,52.0,47.0
2018-11-22 09:00:00,67.0,54.0,84.0,66.0,39.0,63.0,38.0,74.0,33.0,53.0,62.0,92.0,38.0,56.0,42.0,13.0,75.0,101.0,96.0,134.0,71.0,29.0,60.0,123.0
